id,key,coordinates,latitude,longitude,pref,city,district,population,is_island
0,5233416941,"[[[[133.246875, 35.05416666666667], [133.24374999999998, 35.05416666666667], [133.24374999999998, 35.05625], [133.246875, 35.05625], [133.246875, 35.05416666666667]]]]",35.05520833333333,133.24531249999998,鳥取県,日南町,豊栄大坂中,1,False
0,5233511032,"[[[[133.13125, 35.09583333333333], [133.12812499999998, 35.09583333333333], [133.12812499999998, 35.09791666666666], [133.13125, 35.09791666666666], [133.13125, 35.09583333333333]]]]",35.096875000000004,133.1296875,鳥取県,日南町,新屋杉谷,5,False
0,5233511323,"[[[[133.171875, 35.09375], [133.16875, 35.09375], [133.16875, 35.09583333333333], [133.171875, 35.09583333333333], [133.171875, 35.09375]]]]",35.094791666666666,133.17031249999997,鳥取県,日南町,新屋新山日向側,17,False
0,5233511422,"[[[[133.1875, 35.09166666666666], [133.184375, 35.09166666666666], [133.184375, 35.09375], [133.1875, 35.09375], [133.1875, 35.09166666666666]]]]",35.09270833333333,133.1859375,鳥取県,日南町,新屋潤谷,15,False
0,5233511512,"[[[[133.19375, 35.09166666666666], [133.19062499999998, 35.09166666666666], [133.19062499999998, 35.09375], [133.19375, 35.09375], [133.19375, 35.09166666666666]]]]",35.09270833333333,133.1921875,鳥取県,日南町,新屋潤谷,10,False
0,5233511513,"[[[[133.19062499999998, 35.09375], [133.1875, 35.09375], [133.1875, 35.09583333333333], [133.19062499999998, 35.09583333333333], [133.19062499999998, 35.09375]]]]",35.094791666666666,133.18906249999998,鳥取県,日南町,新屋潤谷,18,False
0,5233511514,"[[[[133.19375, 35.09375], [133.19062499999998, 35.09375], [133.19062499999998, 35.09583333333333], [133.19375, 35.09583333333333], [133.19375, 35.09375]]]]",35.094791666666666,133.19218749999996,鳥取県,日南町,新屋潤谷,2,False
0,5233511521,"[[[[133.19687499999998, 35.09166666666666], [133.19375, 35.09166666666666], [133.19375, 35.09375], [133.19687499999998, 35.09375], [133.19687499999998, 35.09166666666666]]]]",35.09270833333333,133.1953125,鳥取県,日南町,新屋潤谷,7,False
0,5233511531,"[[[[133.19062499999998, 35.09583333333333], [133.1875, 35.09583333333333], [133.1875, 35.09791666666666], [133.19062499999998, 35.09791666666666], [133.19062499999998, 35.09583333333333]]]]",35.096875,133.18906249999998,鳥取県,日南町,新屋潤谷,3,False
0,5233511533,"[[[[133.19062499999998, 35.09791666666666], [133.1875, 35.09791666666666], [133.1875, 35.099999999999994], [133.19062499999998, 35.099999999999994], [133.19062499999998, 35.09791666666666]]]]",35.09895833333333,133.18906249999998,鳥取県,日南町,新屋旧新屋２,3,False
0,5233512511,"[[[[133.19062499999998, 35.099999999999994], [133.1875, 35.099999999999994], [133.1875, 35.10208333333333], [133.19062499999998, 35.10208333333333], [133.19062499999998, 35.099999999999994]]]]",35.10104166666666,133.18906249999998,鳥取県,日南町,新屋旧新屋２,4,False
0,5233512513,"[[[[133.19062499999998, 35.10208333333333], [133.1875, 35.10208333333333], [133.1875, 35.104166666666664], [133.19062499999998, 35.104166666666664], [133.19062499999998, 35.10208333333333]]]]",35.103125,133.18906249999998,鳥取県,日南町,新屋旧新屋２,26,False
0,5233512514,"[[[[133.19375, 35.10208333333333], [133.19062499999998, 35.10208333333333], [133.19062499999998, 35.104166666666664], [133.19375, 35.104166666666664], [133.19375, 35.10208333333333]]]]",35.103125,133.19218749999996,鳥取県,日南町,新屋旧新屋２,11,False
0,5233512532,"[[[[133.19375, 35.104166666666664], [133.19062499999998, 35.104166666666664], [133.19062499999998, 35.106249999999996], [133.19375, 35.106249999999996], [133.19375, 35.104166666666664]]]]",35.10520833333334,133.19218749999996,鳥取県,日南町,新屋旧新屋２,2,False
0,5233512534,"[[[[133.19375, 35.106249999999996], [133.19062499999998, 35.106249999999996], [133.19062499999998, 35.108333333333334], [133.19375, 35.108333333333334], [133.19375, 35.106249999999996]]]]",35.10729166666667,133.1921875,鳥取県,日南町,新屋旧新屋２,10,False
0,5233512541,"[[[[133.19687499999998, 35.104166666666664], [133.19375, 35.104166666666664], [133.19375, 35.106249999999996], [133.19687499999998, 35.106249999999996], [133.19687499999998, 35.104166666666664]]]]",35.10520833333334,133.1953125,鳥取県,日南町,新屋旧新屋１,4,False
0,5233512543,"[[[[133.19687499999998, 35.106249999999996], [133.19375, 35.106249999999996], [133.19375, 35.108333333333334], [133.19687499999998, 35.108333333333334], [133.19687499999998, 35.106249999999996]]]]",35.10729166666666,133.1953125,鳥取県,日南町,新屋旧新屋２,7,False
0,5233512544,"[[[[133.2, 35.106249999999996], [133.19687499999998, 35.106249999999996], [133.19687499999998, 35.108333333333334], [133.2, 35.108333333333334], [133.2, 35.106249999999996]]]]",35.10729166666667,133.19843749999998,鳥取県,日南町,多里代ノ坂,9,False
0,5233513521,"[[[[133.19687499999998, 35.108333333333334], [133.19375, 35.108333333333334], [133.19375, 35.110416666666666], [133.19687499999998, 35.110416666666666], [133.19687499999998, 35.108333333333334]]]]",35.109375,133.1953125,鳥取県,日南町,多里貝崎,2,False
0,5233513524,"[[[[133.2, 35.110416666666666], [133.19687499999998, 35.110416666666666], [133.19687499999998, 35.1125], [133.2, 35.1125], [133.2, 35.110416666666666]]]]",35.11145833333333,133.19843749999998,鳥取県,日南町,多里代ノ坂,4,False
0,5233513534,"[[[[133.19375, 35.11458333333333], [133.19062499999998, 35.11458333333333], [133.19062499999998, 35.11666666666667], [133.19375, 35.11666666666667], [133.19375, 35.11458333333333]]]]",35.115625,133.1921875,鳥取県,日南町,多里蔵本,8,False
