name,pref,city,district,latitude,longitude,urban_point,in_mesh_point,is_island
芦野小学校,北海道,猿払村,芦野,45.299704,142.182094,231.17275365823335,6742715443,False
管鈍小学校（休校中）,鹿児島県,瀬戸内町,大字管鈍,28.22811,129.195528,267.76938009230804,4229217523,True
須子茂小学校（休校中）,鹿児島県,瀬戸内町,大字須子茂,28.147645,129.210531,270.12250420756965,4229117642,True
平島小学校,鹿児島県,十島村,大字平島,29.689042,129.530454,285.9105567705328,4429442232,True
池地小学校,鹿児島県,瀬戸内町,大字池地,28.029821,129.238813,329.3794328223693,,True
古見小学校,沖縄県,竹富町,字南風見仲,24.318987,123.906957,334.7724737583621,3623378223,True
鳩間小学校,沖縄県,竹富町,字鳩間,24.469506,123.824756,342.01669175673084,3623566524,True
黒島小学校,沖縄県,竹富町,字黒島,24.241649,124.007141,364.3932320007724,,True
浅茅野小学校,北海道,浜頓別町,字共和,45.20846313716465,142.23240467925248,410.95071561752974,6742615821,False
高知小学校,北海道,厚岸町,若松,43.156808,144.91113,417.56059470545745,,False
沖の島小学校,高知県,宿毛市,沖の島町母島,32.738876,132.556036,423.2349219718504,,True
平久保小学校,沖縄県,石垣市,字平久保,24.586366,124.31044,431.1867242717717,3624720424,True
平島小学校諏訪之瀬島分校,鹿児島県,十島村,大字諏訪之瀬島,29.611303,129.698775,435.0745132332019,4429353524,True
薩川小学校,鹿児島県,瀬戸内町,大字薩川,28.180282,129.202668,449.7296538711284,4229211631,True
中之島小学校,鹿児島県,十島村,大字中之島,29.832893,129.854284,451.33926188165503,4429569834,True
西竹小学校,北海道,中標津町,字西竹,43.563889,144.810318,455.34825821465085,6544267442,False
船浮小学校,沖縄県,竹富町,字西表,24.339162,123.728565,461.26341695685176,3623450832,True
別海小学校,北海道,別海町,本別海,43.377649,145.285173,491.3321175381423,,False
知方学小学校,北海道,釧路町,大字仙鳳趾村字知方学,42.938728,144.7344,491.3667840754173,6444352841,False
住用小学校,鹿児島県,奄美市,住用町大字役勝,28.255084,129.400814,492.2764561529562,,True
沼幌小学校,北海道,標茶町,沼幌,43.282223,144.489877,498.238957907264,6444733933,False
岡島小学校,北海道,枝幸町,岡島,44.874778540894596,142.63183158018688,501.2110496415757,,False
左股小学校（休校中）,北海道,せたな町,北檜山区富里,42.313888154734514,139.95381849151414,515.5614134156443,6339377632,False
滝西小学校,北海道,滝上町,滝西,44.115692860041236,143.00859492829898,517.4437483305264,6643103043,False
中御卒別小学校,北海道,標茶町,御卒別,43.327353,144.48144,536.7738903902662,6444739823,False
押角小学校（休校中）,鹿児島県,瀬戸内町,大字押角,28.113593,129.27164,541.1644279491336,4229123141,True
久志小学校,鹿児島県,宇検村,大字久志,28.286828,129.233193,542.1533536629079,4229314823,True
秋徳小学校,鹿児島県,瀬戸内町,大字秋徳,28.085457,129.282863,578.8372713093668,4229120221,True
仁宇布小学校,北海道,美深町,字仁宇布,44.55068921527064,142.57444272358887,586.4722483594644,,False
神崎小学校,北海道,礼文町,大字船泊村字ハマナカ,45.430669,141.010839,594.0038371992337,6841101042,True
小倉山小学校,北海道,今金町,字鈴岡,42.484673,139.967306,597.4915623429821,6339578712,False
兜沼小学校,北海道,豊富町,字兜沼,45.226909,141.696155,601.4888807410105,6741657521,False
北国小学校,沖縄県,国頭村,字辺戸,26.86057,128.248658,612.5042583049844,,False
里平小学校,北海道,新冠町,字里平,42.554751,142.395029,613.5629124726233,6342636141,False
鴻峰小学校（休校中）,鹿児島県,西之表市,安城,30.609103,130.99756,618.1464163540862,4530773922,True
武佐小学校,北海道,中標津町,字武佐,43.623496,144.961858,621.473048821775,6544374644,False
奥春別小学校,北海道,弟子屈町,字鐺別原野,43.47124525327744,144.39954078489697,642.9244215657975,6544136142,False
螺湾小学校,北海道,足寄町,螺湾本町,43.30658,143.707816,646.1180452836496,6443756643,False
中徹別小学校,北海道,釧路市,阿寒町徹別中央,43.20048737583425,144.14311013629856,659.3088418930746,6444614112,False
崎枝小学校,沖縄県,石垣市,字崎枝,24.441095,124.104375,661.9699745603943,3624502834,True
馬場川小学校,北海道,せたな町,瀬棚区元浦,42.481503,139.872976,663.8975582700733,6339567944,False
市小学校,鹿児島県,奄美市,住用町大字市,28.227658,129.454278,681.8180698901235,4229237614,True
大誉地小学校,北海道,足寄町,大誉地本町,43.388598,143.677929,683.4764928287436,6543056431,False
北門小学校,北海道,上士幌町,字居辺,43.26745842574665,143.38498388396263,687.2866392217306,,False
美利河小学校,北海道,今金町,字宮島,42.478561,140.201126,701.338151378772,6340517613,False
竹島小学校,鹿児島県,三島村,大字竹島,30.814476,130.417229,702.6909879984535,4630137332,True
瑞穂小学校,北海道,北見市,留辺蘂町瑞穂,43.88863284158231,143.63361991790615,712.5420955231408,6543656041,False
立山小学校,鹿児島県,西之表市,安城,30.612521,131.046444,717.3502397846378,4531703341,True
富村牛小学校,北海道,新得町,字屈足,43.333942,142.946741,719.1364418316613,6542070521,False
平成小学校,長崎県,五島市,玉之浦町中須,32.639402,128.683171,720.8295761754046,,True
滝下小学校（休校中）,北海道,滝上町,滝下,44.21025846158855,143.16544322331228,721.0562192841056,6643215311,False
海星小学校,北海道,根室市,幌茂尻,43.27912,145.518686,728.8167843308122,,False
椛島小学校,長崎県,五島市,伊福貴町,32.75725908084949,128.98924632457923,734.0264980436739,4928170933,True
上勇知小学校,北海道,稚内市,大字抜海村字上勇知,45.256703182758,141.688185,749.4626941653595,6741750533,False
竹ケ島小学校,愛媛県,宇和島市,津島町竹ケ島,33.107511,132.415527,751.007878350975,4932532333,True
焼尻小学校,北海道,羽幌町,大字焼尻字豊崎,44.44407092258845,141.41580033442983,751.0910805471103,6641533314,True
島牧小学校,北海道,島牧村,字原歌町,42.691003,139.99064,757.3952020925504,6439072933,False
風烈布小学校,北海道,枝幸町,乙忠部,44.74256,142.76036,760.9703928317674,6742069022,False
啓徳小学校,北海道,天塩町,東雄信内,44.89645902873718,141.9293669490847,762.7609434596974,,False
仁々志別小学校,北海道,釧路市,阿寒町中仁々志別,43.174273,144.223886,763.018204884183,6444610744,False
茶路小学校,北海道,白糠町,和天別,43.02498,144.0224,770.4521821916936,6444402144,False
西阿室小学校,鹿児島県,瀬戸内町,大字西阿室,28.111814,129.222143,786.9089351515171,4229113724,True
滝沢小学校,北海道,上ノ国町,字扇石,41.754357,140.063737,798.3635930090165,6240500531,False
西阿木名小学校三京分校,鹿児島県,天城町,大字西阿木名,27.77186,128.950202,803.2203096855706,4128572631,True
片泊小学校,鹿児島県,三島村,大字黒島,30.832384,129.910411,808.1511423753321,4629179244,True
問牧小学校,北海道,枝幸町,問牧,45.001763619343365,142.5351116518879,816.5148090897046,6742440222,False
下居辺小学校,北海道,士幌町,字下居辺,43.122422,143.373605,820.143545498752,6443524942,False
本岐小学校,北海道,津別町,字本岐,43.645022,143.990196,823.4313524479788,6543377913,False
瀬戸瀬小学校,北海道,遠軽町,瀬戸瀬東町,44.00694,143.434224,830.2807793190171,6643030443,False
野甫小学校,沖縄県,伊平屋村,字野甫,26.994381,127.923371,835.1406040958233,4027379324,True
山臼小学校,北海道,枝幸町,山臼,44.818544,142.681818,839.3100736730944,,False
和琴小学校,北海道,弟子屈町,字屈斜路原野,43.568736,144.30547,840.7716130804009,,False
二俣小学校（休校中）,北海道,せたな町,北檜山区二俣,42.31337133444609,139.90796435850498,845.7296446623105,6339377241,False
悪石島小学校,鹿児島県,十島村,大字悪石島,29.450877752489465,129.60437891132722,846.6869655458898,4429144812,True
東洋小学校,北海道,えりも町,字東洋,41.958885,143.208723,847.6933067823618,6243715621,False
与路小学校,鹿児島県,瀬戸内町,大字与路,28.045012,129.163318,850.1586029754538,4229015313,True
小値賀小学校大島分校,長崎県,小値賀町,大島郷,33.173138,129.024744,853.4561745790212,4929600144,True
富野小学校,沖縄県,石垣市,字桴海,24.453839,124.20154,858.6372205448499,3624514613,True
茶内第一小学校,北海道,浜中町,茶内西,43.172648,145.01581425943937,872.4646593055508,,False
美留和小学校,北海道,弟子屈町,字美留和原野,43.560089,144.436105,883.5306072147552,6544237422,False
阿歴内小学校,北海道,標茶町,字阿歴内,43.090051,144.576304,884.4889608386717,,False
戸円小学校（休校中）,鹿児島県,大和村,大字戸円,28.351079,129.328892,903.1281827475686,4229422612,True
俵小学校,鹿児島県,瀬戸内町,大字俵,28.135007,129.241557,909.2220827755737,4229116912,True
共栄小学校,北海道,雄武町,開生,44.55303,142.979721,914.4243038955838,,False
金岳小学校,鹿児島県,屋久島町,口永良部島,30.465675,130.193125,922.5159725714269,4530515534,True
俵橋小学校,北海道,中標津町,字俵橋,43.58592,145.040131,925.0130982729701,,False
今里小学校,鹿児島県,大和村,大字今里,28.326428,129.278994,936.1344043961662,4229329212,True
古井小学校（休校中）,高知県,安芸市,東川島,33.635206310828686,134.0072509009344,937.2601344107325,,False
